time,deviceName,laeq_global_dB,dominant_class,dominant_pct,lafmax_dB,lafmax_class,LAeq_common,LAeq_impact,LAeq_rotarytool,LAeq_person,LAeq_vehicle,pct_common,pct_impact,pct_rotarytool,pct_person,pct_vehicle,L10_dB,L50_dB,L90_dB,rssi,snr
2026-06-22 00:01:59,Lobby Civil,54.629,Group 2 (Impact),91.233,56.322,Group 2 (Impact),0.0,54.581,0.0,0.0,0.0,4.601,91.233,0.0,0.217,3.906,56.516,54.369,51.598,-117,-14.5
2026-06-22 00:02:04,Laboratorios Civil Central,49.246,Group 1 (Common),77.783,50.555,Group 1 (Common),49.211,0.0,0.0,0.0,0.0,77.783,0.391,0.146,0.146,21.484,50.554,49.128,47.151,-88,11.8
2026-06-22 00:02:07,Laboratorios Civil Superior,31.182,Silence,0.0,32.186,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.138,31.025,30.208,-97,12.0
2026-06-22 00:02:07,Salón - Extremo Civil,13.721,Silence,0.0,14.795,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.915,13.327,12.729,-101,8.0
2026-06-22 00:02:14,Laboratorios Eléctrica Superior,11.305,Silence,0.0,12.05,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.811,11.475,10.641,-97,12.5
2026-06-22 00:02:14,Lobby Eléctrica,22.484,Silence,0.0,23.267,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.339,22.46,21.585,-114,5.0
2026-06-22 00:02:22,Salón - Uma Eléctrica,44.334,Silence,0.0,45.804,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.923,43.9,43.509,-95,9.3
2026-06-22 00:02:23,Pasillo Decanato Civil,18.903,Silence,0.0,19.752,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.839,18.635,18.107,-84,12.5
2026-06-22 00:02:23,Pasillo Salones Civil,14.128,Silence,0.0,14.833,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.925,13.86,13.509,-85,12.3
2026-06-22 00:02:32,Salón - Uma Civil,9.522,Silence,0.0,10.176,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.331,9.456,9.135,-114,0.8
2026-06-22 00:02:35,Laboratorios Civil Inferior,37.083,Silence,0.0,37.605,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.025,36.942,36.109,-112,2.5
