time,deviceName,message_type,payload_type,encoding,flags_raw,sequence,voltage_calibration,current_and_power_calibration,utc_time_valid,coverage_at_least_95_percent,ade_measurements_valid,voltage_calibrated,frequency_window_valid,current_calibrated,fundamental_measurement_valid,queued_or_backlogged,interval_end_unix_s,interval_end_iso,interval_end_uptime_s,interval_end_not_transmitted,coverage_permille,coverage_percent,voltage_rms_v,voltage_rms_min_v,voltage_rms_max_v,frequency_hz,frequency_min_hz,frequency_max_hz,current_rms_a,active_power_w,reactive_power_var,apparent_power_va,active_energy_wh,reactive_energy_varh,apparent_energy_vah,power_factor,voltage_thd_percent,voltage_thd_max_percent,current_thd_percent,current_thd_max_percent,temperature_c,event_count,worst_event_code,worst_event,gatewayName,gatewayId,rssi,snr
2026-07-30 00:00:01,PrimerTest,power_quality_summary,16.0,extended,87.0,757.0,provisional,provisional,True,True,True,False,True,False,True,False,1785387600.0,2026-07-30T05:00:00.000Z,,,1000.0,100.0,123.9,123.7,124.1,60.006,59.978,60.033,0.44,31,-5,55,5.1,-0.9,9.2,0.5578,1.42,1.84,143.55,148.84,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,10.8
2026-07-30 00:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,758.0,provisional,provisional,True,True,True,False,True,False,True,False,1785388200.0,2026-07-30T05:10:00.000Z,,,1000.0,100.0,124.0,123.7,124.4,60.005,59.974,60.035,0.44,31,-5,55,5.1,-0.9,9.2,0.5608,1.47,2.12,142.38,145.85,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,6.8
2026-07-30 00:30:01,PrimerTest,power_quality_summary,16.0,extended,87.0,760.0,provisional,provisional,True,True,True,False,True,False,True,False,1785389400.0,2026-07-30T05:30:00.000Z,,,1000.0,100.0,123.5,123.1,123.9,60.004,59.965,60.039,0.45,31,-5,55,5.1,-0.9,9.2,0.5586,1.39,2.01,143.28,147.42,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,8.5
2026-07-30 00:40:01,PrimerTest,power_quality_summary,16.0,extended,87.0,761.0,provisional,provisional,True,True,True,False,True,False,True,False,1785390000.0,2026-07-30T05:40:00.000Z,,,1000.0,100.0,123.6,123.4,123.9,60.001,59.974,60.036,0.45,31,-5,55,5.1,-0.9,9.2,0.5578,1.42,2.09,143.66,148.13,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,8.8
2026-07-30 00:50:01,PrimerTest,power_quality_summary,16.0,extended,87.0,762.0,provisional,provisional,True,True,True,False,True,False,True,False,1785390600.0,2026-07-30T05:50:00.000Z,,,1000.0,100.0,123.6,123.4,123.9,59.998,59.967,60.03,0.44,30,-5,55,5.1,-0.9,9.1,0.5559,1.38,2.18,144.58,148.87,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.2
2026-07-30 01:00:01,PrimerTest,power_quality_summary,16.0,extended,87.0,763.0,provisional,provisional,True,True,True,False,True,False,True,False,1785391200.0,2026-07-30T06:00:00.000Z,,,1000.0,100.0,123.8,123.5,124.1,60.004,59.968,60.039,0.45,31,-5,55,5.1,-0.9,9.2,0.5557,1.45,1.91,144.76,148.76,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,9.8
2026-07-30 01:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,764.0,provisional,provisional,True,True,True,False,True,False,True,False,1785391800.0,2026-07-30T06:10:00.000Z,,,1000.0,100.0,124.0,123.6,124.3,59.988,59.957,60.026,0.45,31,-5,56,5.1,-0.9,9.3,0.5499,1.49,2.06,147.16,154.52,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,8.0
2026-07-30 01:20:01,PrimerTest,power_quality_summary,16.0,extended,87.0,765.0,provisional,provisional,True,True,True,False,True,False,True,False,1785392400.0,2026-07-30T06:20:00.000Z,,,1000.0,100.0,124.1,123.8,124.3,60.001,59.97,60.037,0.44,30,-5,55,5.1,-0.9,9.1,0.556,1.51,2.02,144.58,147.9,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-92,9.5
2026-07-30 01:30:01,PrimerTest,power_quality_summary,16.0,extended,23.0,766.0,provisional,provisional,True,True,True,False,True,False,False,False,1785393000.0,2026-07-30T06:30:00.000Z,,,1000.0,100.0,123.2,121.0,124.4,60.003,59.97,60.036,0.45,31,-5,55,5.1,-0.9,9.2,0.5572,1.51,5.61,144.14,147.98,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-92,9.8
2026-07-30 01:40:01,PrimerTest,power_quality_summary,16.0,extended,87.0,767.0,provisional,provisional,True,True,True,False,True,False,True,False,1785393600.0,2026-07-30T06:40:00.000Z,,,1000.0,100.0,122.5,122.2,122.8,60.004,59.975,60.032,0.45,31,-6,56,5.1,-1.0,9.3,0.5543,1.59,2.16,144.68,151.15,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,9.2
2026-07-30 01:50:01,PrimerTest,power_quality_summary,16.0,extended,87.0,768.0,provisional,provisional,True,True,True,False,True,False,True,False,1785394200.0,2026-07-30T06:50:00.000Z,,,1000.0,100.0,122.7,122.4,123.0,60.003,59.968,60.038,0.45,30,-5,55,5.1,-0.9,9.1,0.5547,1.48,1.98,145.29,149.24,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,9.5
2026-07-30 02:00:01,PrimerTest,power_quality_summary,16.0,extended,87.0,769.0,provisional,provisional,True,True,True,False,True,False,True,False,1785394800.0,2026-07-30T07:00:00.000Z,,,1000.0,100.0,122.7,122.4,123.1,60.006,59.966,60.046,0.45,31,-5,55,5.1,-0.9,9.2,0.5586,1.47,2.11,143.76,148.64,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.8
2026-07-30 02:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,770.0,provisional,provisional,True,True,True,False,True,False,True,False,1785395400.0,2026-07-30T07:10:00.000Z,,,1000.0,100.0,122.6,122.3,122.9,60.002,59.964,60.034,0.45,31,-5,55,5.1,-0.9,9.2,0.5601,1.46,2.26,143.06,146.56,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,8.8
2026-07-30 02:20:01,PrimerTest,power_quality_summary,16.0,extended,87.0,771.0,provisional,provisional,True,True,True,False,True,False,True,False,1785396000.0,2026-07-30T07:20:00.000Z,,,1000.0,100.0,122.7,122.5,123.0,59.994,59.958,60.033,0.44,30,-5,54,5.1,-0.9,9.1,0.5594,1.45,1.99,143.33,146.66,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,7.8
2026-07-30 02:30:01,PrimerTest,power_quality_summary,16.0,extended,23.0,772.0,provisional,provisional,True,True,True,False,True,False,False,False,1785396600.0,2026-07-30T07:30:00.000Z,,,1000.0,100.0,122.9,122.5,123.2,60.003,59.954,60.039,0.45,31,-5,55,5.1,-0.9,9.1,0.5592,1.42,2.22,143.4,147.08,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.2
2026-07-30 02:40:01,PrimerTest,power_quality_summary,16.0,extended,87.0,773.0,provisional,provisional,True,True,True,False,True,False,True,False,1785397200.0,2026-07-30T07:40:00.000Z,,,1000.0,100.0,123.0,122.6,123.2,60.003,59.972,60.027,0.45,31,-5,55,5.1,-0.9,9.2,0.5605,1.46,2.01,142.95,146.83,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.2
2026-07-30 02:50:06,PrimerTest,power_quality_summary,16.0,extended,87.0,774.0,provisional,provisional,True,True,True,False,True,False,True,False,1785397800.0,2026-07-30T07:50:00.000Z,,,1000.0,100.0,123.1,122.9,123.4,60.006,59.976,60.04,0.44,30,-5,54,5.1,-0.9,9.1,0.5585,1.42,2.01,143.73,147.91,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,9.0
2026-07-30 03:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,776.0,provisional,provisional,True,True,True,False,True,False,True,False,1785399000.0,2026-07-30T08:10:00.000Z,,,999.0,99.9,123.1,122.9,123.4,59.996,59.964,60.035,0.45,31,-5,55,5.1,-0.9,9.2,0.5573,1.42,2.0,144.25,149.54,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,10.2
2026-07-30 03:20:01,PrimerTest,power_quality_summary,16.0,extended,23.0,777.0,provisional,provisional,True,True,True,False,True,False,False,False,1785399600.0,2026-07-30T08:20:00.000Z,,,1000.0,100.0,122.8,122.4,123.4,59.992,59.97,60.03,0.45,30,-5,55,5.1,-0.9,9.1,0.5561,1.41,2.56,144.79,154.61,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.2
2026-07-30 03:30:01,PrimerTest,power_quality_summary,16.0,extended,23.0,778.0,provisional,provisional,True,True,True,False,True,False,False,False,1785400200.0,2026-07-30T08:30:00.000Z,,,1000.0,100.0,122.6,122.2,123.0,60.005,59.968,60.041,0.45,31,-5,55,5.1,-0.9,9.2,0.5573,1.44,2.49,144.39,154.69,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,8.0
2026-07-30 03:40:01,PrimerTest,power_quality_summary,16.0,extended,87.0,779.0,provisional,provisional,True,True,True,False,True,False,True,False,1785400800.0,2026-07-30T08:40:00.000Z,,,1000.0,100.0,122.7,122.4,123.1,60.001,59.971,60.035,0.45,31,-5,55,5.1,-0.9,9.2,0.5563,1.47,1.94,144.98,149.79,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.5
2026-07-30 03:50:01,PrimerTest,power_quality_summary,16.0,extended,87.0,780.0,provisional,provisional,True,True,True,False,True,False,True,False,1785401400.0,2026-07-30T08:50:00.000Z,,,1000.0,100.0,122.8,122.6,123.1,60.005,59.967,60.041,0.45,30,-5,55,5.1,-0.9,9.1,0.5562,1.44,2.06,145.04,148.6,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,10.5
2026-07-30 04:00:01,PrimerTest,power_quality_summary,16.0,extended,87.0,781.0,provisional,provisional,True,True,True,False,True,False,True,False,1785402000.0,2026-07-30T09:00:00.000Z,,,1000.0,100.0,122.8,122.5,123.2,60.003,59.97,60.035,0.45,31,-5,55,5.1,-0.9,9.2,0.5574,1.43,1.96,144.47,149.69,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,10.0
2026-07-30 04:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,782.0,provisional,provisional,True,True,True,False,True,False,True,False,1785402600.0,2026-07-30T09:10:00.000Z,,,1000.0,100.0,122.9,122.6,123.1,59.993,59.963,60.031,0.45,31,-5,55,5.1,-0.9,9.2,0.5588,1.43,2.06,143.53,148.67,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-96,9.8
2026-07-30 04:20:01,PrimerTest,power_quality_summary,16.0,extended,87.0,783.0,provisional,provisional,True,True,True,False,True,False,True,False,1785403200.0,2026-07-30T09:20:00.000Z,,,1000.0,100.0,122.9,122.7,123.2,60.002,59.971,60.044,0.45,31,-6,56,5.1,-0.9,9.3,0.5544,1.45,1.91,144.92,149.44,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,8.8
2026-07-30 04:30:01,PrimerTest,power_quality_summary,16.0,extended,23.0,784.0,provisional,provisional,True,True,True,False,True,False,False,False,1785403800.0,2026-07-30T09:30:00.000Z,,,1000.0,100.0,123.0,122.2,123.2,60.001,59.971,60.035,0.45,31,-5,55,5.1,-0.9,9.2,0.5597,1.38,3.66,143.38,147.25,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,8.8
2026-07-30 04:40:01,PrimerTest,power_quality_summary,16.0,extended,87.0,785.0,provisional,provisional,True,True,True,False,True,False,True,False,1785404400.0,2026-07-30T09:40:00.000Z,,,1000.0,100.0,123.0,122.6,123.2,60.005,59.968,60.042,0.45,31,-5,55,5.1,-0.9,9.2,0.5576,1.41,1.95,144.31,148.36,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,7.5
2026-07-30 04:50:01,PrimerTest,power_quality_summary,16.0,extended,23.0,786.0,provisional,provisional,True,True,True,False,True,False,False,False,1785405000.0,2026-07-30T09:50:00.000Z,,,1000.0,100.0,123.1,122.7,123.5,59.996,59.972,60.036,0.44,30,-5,55,5.1,-0.9,9.1,0.5566,1.39,2.04,144.79,148.71,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,10.0
2026-07-30 05:00:01,PrimerTest,power_quality_summary,16.0,extended,23.0,787.0,provisional,provisional,True,True,True,False,True,False,False,False,1785405600.0,2026-07-30T10:00:00.000Z,,,1000.0,100.0,123.3,122.9,123.9,59.999,59.97,60.036,0.45,31,-5,55,5.1,-0.9,9.2,0.5538,1.3,1.75,145.78,150.41,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,9.0
2026-07-30 05:10:01,PrimerTest,power_quality_summary,16.0,extended,23.0,788.0,provisional,provisional,True,True,True,False,True,False,False,False,1785406200.0,2026-07-30T10:10:00.000Z,,,1000.0,100.0,123.6,123.0,124.4,60.006,59.972,60.043,0.45,31,-5,56,5.1,-0.9,9.3,0.5494,1.35,2.97,147.16,151.57,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,10.8
2026-07-30 05:20:01,PrimerTest,power_quality_summary,16.0,extended,23.0,789.0,provisional,provisional,True,True,True,False,True,False,False,False,1785406800.0,2026-07-30T10:20:00.000Z,,,1000.0,100.0,123.6,123.2,124.0,59.998,59.971,60.031,0.45,30,-6,56,5.1,-0.9,9.3,0.5471,1.39,2.87,148.02,159.28,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,10.2
2026-07-30 05:30:01,PrimerTest,power_quality_summary,16.0,extended,87.0,790.0,provisional,provisional,True,True,True,False,True,False,True,False,1785407400.0,2026-07-30T10:30:00.000Z,,,1000.0,100.0,123.9,123.6,124.2,60.002,59.973,60.031,0.46,31,-6,56,5.1,-0.9,9.4,0.5465,1.29,1.88,148.1,152.72,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,10.0
2026-07-30 05:50:01,PrimerTest,power_quality_summary,16.0,extended,87.0,792.0,provisional,provisional,True,True,True,False,True,False,True,False,1785408600.0,2026-07-30T10:50:00.000Z,,,999.0,99.9,122.2,121.8,122.5,59.994,59.959,60.034,0.46,30,-6,56,5.1,-0.9,9.4,0.5397,1.39,2.17,151.08,162.03,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,10.2
2026-07-30 06:00:01,PrimerTest,power_quality_summary,16.0,extended,87.0,793.0,provisional,provisional,True,True,True,False,True,False,True,False,1785409200.0,2026-07-30T11:00:00.000Z,,,1000.0,100.0,122.1,121.7,122.4,59.999,59.97,60.035,0.47,31,-6,57,5.1,-0.9,9.5,0.5413,1.39,2.12,150.49,163.26,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.5
