time,deviceName,message_type,payload_type,encoding,flags_raw,sequence,voltage_calibration,current_and_power_calibration,utc_time_valid,coverage_at_least_95_percent,ade_measurements_valid,voltage_calibrated,frequency_window_valid,current_calibrated,fundamental_measurement_valid,queued_or_backlogged,interval_end_unix_s,interval_end_iso,interval_end_uptime_s,interval_end_not_transmitted,coverage_permille,coverage_percent,voltage_rms_v,voltage_rms_min_v,voltage_rms_max_v,frequency_hz,frequency_min_hz,frequency_max_hz,current_rms_a,active_power_w,reactive_power_var,apparent_power_va,active_energy_wh,reactive_energy_varh,apparent_energy_vah,power_factor,voltage_thd_percent,voltage_thd_max_percent,current_thd_percent,current_thd_max_percent,temperature_c,event_count,worst_event_code,worst_event,gatewayName,gatewayId,rssi,snr
2026-08-02 00:00:00,PrimerTest,power_quality_summary,16.0,extended,87.0,1189.0,provisional,provisional,True,True,True,False,True,False,True,False,1785646800.0,2026-08-02T05:00:00.000Z,,,1000.0,100.0,122.5,121.8,122.8,60.008,59.964,60.045,0.45,30,-5,55,5.0,-0.9,9.2,0.5437,1.47,2.83,148.99,152.48,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,8.5
2026-08-02 00:10:00,PrimerTest,power_quality_summary,16.0,extended,23.0,1190.0,provisional,provisional,True,True,True,False,True,False,False,False,1785647400.0,2026-08-02T05:10:00.000Z,,,1000.0,100.0,122.0,121.5,122.4,60.003,59.956,60.032,0.46,30,-5,56,5.1,-0.9,9.3,0.5428,1.45,2.18,149.66,155.47,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,8.8
2026-08-02 00:30:01,PrimerTest,power_quality_summary,16.0,extended,87.0,1192.0,provisional,provisional,True,True,True,False,True,False,True,False,1785648600.0,2026-08-02T05:30:00.000Z,,,1000.0,100.0,122.2,122.0,122.5,60.003,59.962,60.038,0.45,30,-5,56,5.0,-0.9,9.3,0.5427,1.48,2.2,149.65,153.51,29,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,9.2
2026-08-02 00:40:01,PrimerTest,power_quality_summary,16.0,extended,23.0,1193.0,provisional,provisional,True,True,True,False,True,False,False,False,1785649200.0,2026-08-02T05:40:00.000Z,,,1000.0,100.0,122.4,122.0,122.7,60.001,59.968,60.036,0.46,30,-5,56,5.0,-0.9,9.3,0.5438,1.47,2.21,149.3,153.8,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-92,8.5
2026-08-02 00:50:01,PrimerTest,power_quality_summary,16.0,extended,87.0,1194.0,provisional,provisional,True,True,True,False,True,False,True,False,1785649800.0,2026-08-02T05:50:00.000Z,,,1000.0,100.0,122.4,122.1,122.8,60.008,59.968,60.04,0.45,30,-6,56,5.0,-0.9,9.3,0.5431,1.57,2.1,149.09,152.52,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,8.8
2026-08-02 01:00:00,PrimerTest,power_quality_summary,16.0,extended,87.0,1195.0,provisional,provisional,True,True,True,False,True,False,True,False,1785650400.0,2026-08-02T06:00:00.000Z,,,999.0,99.9,122.6,122.2,122.9,59.998,59.954,60.039,0.45,30,-6,56,5.0,-0.9,9.3,0.5417,1.55,2.04,149.69,152.91,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,9.5
2026-08-02 01:10:01,PrimerTest,power_quality_summary,16.0,extended,87.0,1196.0,provisional,provisional,True,True,True,False,True,False,True,False,1785651000.0,2026-08-02T06:10:00.000Z,,,1000.0,100.0,122.7,122.3,123.0,59.995,59.955,60.037,0.46,30,-5,56,5.0,-0.9,9.3,0.542,1.53,2.12,150.16,155.86,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.8
2026-08-02 01:20:01,PrimerTest,power_quality_summary,16.0,extended,87.0,1197.0,provisional,provisional,True,True,True,False,True,False,True,False,1785651600.0,2026-08-02T06:20:00.000Z,,,1000.0,100.0,123.0,122.7,123.4,59.997,59.957,60.037,0.45,30,-5,55,5.0,-0.9,9.2,0.5478,1.46,2.0,147.68,151.45,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,9.2
2026-08-02 01:30:01,PrimerTest,power_quality_summary,16.0,extended,87.0,1198.0,provisional,provisional,True,True,True,False,True,False,True,False,1785652200.0,2026-08-02T06:30:00.000Z,,,1000.0,100.0,123.5,123.0,123.8,60.005,59.973,60.035,0.45,30,-5,55,5.0,-0.9,9.2,0.5479,1.45,1.96,147.73,151.67,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,10.0
2026-08-02 01:40:00,PrimerTest,power_quality_summary,16.0,extended,87.0,1199.0,provisional,provisional,True,True,True,False,True,False,True,False,1785652800.0,2026-08-02T06:40:00.000Z,,,1000.0,100.0,123.8,123.3,124.2,60.015,59.975,60.046,0.45,30,-5,56,5.0,-0.9,9.3,0.5452,1.55,2.83,148.92,153.42,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.0
