time,deviceName,Lmax_dB,Lmax_class,LAeq1min_dB,LAeq_Background Noise,LAeq_People,LAeq_Vehicle,pct_Background Noise,pct_People,pct_Vehicle,P10_dB,P50_dB,P90_dB,rssi,snr
2026-01-28 00:00:19,Pasillo de Salones,53.6,Background Noise,49.4,49.4,0.0,0.0,100.0,0.0,0.0,40.3,50.4,51.9,-79,13.8
2026-01-28 00:00:40,Main Lobby,51.6,People,41.6,40.3,44.8,0.0,82.2,17.8,0.0,40.3,40.3,40.5,-85,13.5
2026-01-28 00:01:19,Pasillo de Salones,53.8,Background Noise,49.9,49.9,0.0,0.0,100.0,0.0,0.0,40.3,50.5,52.3,-80,14.0
2026-01-28 00:01:40,Main Lobby,50.6,People,42.8,42.2,46.7,0.0,91.2,8.8,0.0,40.3,40.4,40.7,-82,14.5
2026-01-28 00:02:19,Pasillo de Salones,54.0,Background Noise,49.7,49.7,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.2,-80,14.3
2026-01-28 00:02:40,Main Lobby,53.8,People,43.8,43.4,45.4,0.0,82.5,17.5,0.0,40.3,40.3,50.1,-85,10.0
2026-01-28 00:03:19,Pasillo de Salones,54.5,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.3,52.2,-81,13.3
2026-01-28 00:03:40,Main Lobby,58.8,People,47.8,47.8,48.0,0.0,87.5,12.5,0.0,40.2,50.0,50.0,-83,13.3
2026-01-28 00:03:46,Pasillo de Laboratorio,51.8,Background Noise,44.9,44.9,0.0,0.0,100.0,0.0,0.0,40.1,40.5,50.4,-97,12.8
2026-01-28 00:04:19,Pasillo de Salones,55.1,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.0,-80,14.0
2026-01-28 00:04:40,Main Lobby,50.0,Background Noise,49.9,49.9,49.9,0.0,85.8,14.2,0.0,50.0,50.0,50.0,-84,13.3
2026-01-28 00:05:19,Pasillo de Salones,54.8,Background Noise,49.7,49.7,0.0,0.0,100.0,0.0,0.0,40.3,50.3,52.5,-80,11.8
2026-01-28 00:05:40,Main Lobby,40.8,Background Noise,40.3,40.3,40.3,0.0,85.1,14.9,0.0,40.1,40.2,40.5,-83,14.0
2026-01-28 00:06:19,Pasillo de Salones,54.8,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.1,-80,13.5
2026-01-28 00:06:40,Main Lobby,50.4,Background Noise,42.0,42.0,42.4,0.0,87.9,12.1,0.0,40.0,40.2,40.4,-83,9.3
2026-01-28 00:07:19,Pasillo de Salones,53.8,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.4,-80,13.8
2026-01-28 00:07:40,Main Lobby,41.0,Background Noise,40.4,40.4,40.3,0.0,81.7,18.3,0.0,40.1,40.2,41.0,-83,14.3
2026-01-28 00:08:19,Pasillo de Salones,54.8,Background Noise,49.5,49.5,0.0,0.0,100.0,0.0,0.0,40.4,50.4,52.2,-79,14.0
2026-01-28 00:08:40,Main Lobby,40.4,Background Noise,40.4,40.4,40.4,0.0,88.3,11.7,0.0,40.3,40.4,40.4,-85,13.8
2026-01-28 00:08:46,Pasillo de Laboratorio,52.5,Background Noise,45.2,45.2,0.0,0.0,100.0,0.0,0.0,40.1,40.5,50.5,-96,12.5
2026-01-28 00:09:19,Pasillo de Salones,55.4,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.1,-81,13.5
2026-01-28 00:09:40,Main Lobby,40.6,Background Noise,40.3,40.3,40.3,0.0,88.3,11.7,0.0,40.3,40.3,40.6,-83,13.5
2026-01-28 00:10:19,Pasillo de Salones,54.1,Background Noise,49.7,49.7,0.0,0.0,100.0,0.0,0.0,40.4,50.5,52.3,-79,14.3
2026-01-28 00:10:40,Main Lobby,40.9,Background Noise,40.5,40.5,40.5,0.0,97.9,2.1,0.0,40.5,40.5,40.7,-83,14.3
2026-01-28 00:11:19,Pasillo de Salones,53.4,Background Noise,49.3,49.3,0.0,0.0,100.0,0.0,0.0,40.2,50.4,51.9,-81,13.8
2026-01-28 00:11:41,Main Lobby,40.5,Background Noise,40.5,40.5,0.0,0.0,100.0,0.0,0.0,40.5,40.5,40.5,-84,13.5
2026-01-28 00:12:19,Pasillo de Salones,53.6,Background Noise,49.7,49.7,0.0,0.0,100.0,0.0,0.0,40.2,50.5,52.0,-80,14.3
2026-01-28 00:12:41,Main Lobby,40.5,Background Noise,40.5,40.5,0.0,0.0,100.0,0.0,0.0,40.5,40.5,40.5,-83,14.3
2026-01-28 00:13:19,Pasillo de Salones,54.1,Background Noise,49.5,49.5,0.0,0.0,100.0,0.0,0.0,40.4,50.4,51.9,-79,14.3
2026-01-28 00:13:41,Main Lobby,40.5,Background Noise,40.5,40.5,0.0,0.0,100.0,0.0,0.0,40.5,40.5,40.5,-83,9.3
2026-01-28 00:13:46,Pasillo de Laboratorio,52.1,Background Noise,44.4,44.4,0.0,0.0,100.0,0.0,0.0,40.1,40.3,50.2,-97,12.0
2026-01-28 00:14:19,Pasillo de Salones,55.4,Background Noise,50.1,50.1,0.0,0.0,100.0,0.0,0.0,40.5,50.7,52.1,-80,14.0
2026-01-28 00:14:41,Main Lobby,40.5,Background Noise,40.5,40.5,0.0,0.0,100.0,0.0,0.0,40.5,40.5,40.5,-83,14.0
2026-01-28 00:15:20,Pasillo de Salones,53.9,Background Noise,49.8,49.8,0.0,0.0,100.0,0.0,0.0,40.3,50.6,52.2,-80,12.0
2026-01-28 00:15:41,Main Lobby,54.3,People,42.8,42.1,49.1,50.3,95.8,3.7,0.4,40.5,41.0,41.0,-84,13.3
2026-01-28 00:16:20,Pasillo de Salones,54.8,Background Noise,49.7,49.6,51.9,52.9,98.7,0.8,0.4,40.3,50.5,52.1,-80,14.0
2026-01-28 00:16:41,Main Lobby,40.9,Background Noise,40.9,40.9,0.0,0.0,100.0,0.0,0.0,40.9,40.9,40.9,-84,13.5
2026-01-28 00:17:20,Pasillo de Salones,54.4,Background Noise,49.6,49.6,0.0,0.0,100.0,0.0,0.0,40.3,50.4,52.0,-81,13.8
2026-01-28 00:17:41,Main Lobby,40.9,Background Noise,40.2,40.2,0.0,0.0,100.0,0.0,0.0,40.1,40.1,40.1,-84,13.8
