time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-07-06 10:21:38,Alcance,9.024251937866211,-79.53433990478516,77.0,0.3,6.0,3.896,15.0,21.0,32.0,2,31.2,252.6,-72.0,9.0,GatewayELII,-72,9.0,GatewayFacilidades,-111,2.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:22:10,Alcance,9.024245262145996,-79.53434753417969,68.0,0.1,7.0,3.891,15.0,22.0,4.0,2,32.2,253.1,-69.0,10.2,GatewayELII,-69,10.2,GatewayFacilidades,-103,10.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:22:40,Alcance,9.0242338180542,-79.53433990478516,66.0,0.1,13.0,3.9,15.0,22.0,34.0,2,32.9,251.9,-78.0,9.3,GatewayELII,-78,9.2,GatewayFacilidades,-103,9.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:23:10,Alcance,9.024231910705566,-79.53434753417969,63.0,0.1,13.0,3.9,15.0,23.0,4.0,2,33.5,252.6,-67.0,10.8,GatewayELII,-67,10.8,GatewayFacilidades,-107,7.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:23:40,Alcance,9.0242338180542,-79.53434753417969,62.0,0.1,13.0,3.9,15.0,23.0,34.0,2,33.3,252.7,-71.0,8.5,GatewayELII,-71,8.5,GatewayFacilidades,-109,5.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:24:10,Alcance,9.02432632446289,-79.53438568115234,54.0,0.1,13.0,3.9,15.0,24.0,4.0,2,28.2,260.4,-73.0,10.2,GatewayELII,-73,10.2,GatewayFacilidades,-115,-4.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:24:40,Alcance,9.024316787719727,-79.53431701660156,61.0,0.2,7.0,3.9,15.0,24.0,34.0,2,23.8,253.1,-91.0,10.0,GatewayELII,-91,10.0,GatewayFacilidades,-112,2.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:25:10,Alcance,9.024232864379883,-79.5345687866211,57.0,0.6,0.0,3.9,15.0,25.0,4.0,2,50.5,275.4,-93.0,9.5,GatewayELII,-93,9.5,GatewayFacilidades,-112,3.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:25:40,Alcance,9.024232864379883,-79.5345687866211,57.0,0.6,0.0,3.896,15.0,25.0,34.0,2,50.5,275.4,-81.0,9.5,GatewayELII,-81,9.5,GatewayFacilidades,-105,8.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:26:10,Alcance,9.024232864379883,-79.5345687866211,57.0,0.6,0.0,3.891,15.0,26.0,4.0,2,50.5,275.4,-101.0,8.8,GatewayELII,-101,8.8,GatewayFacilidades,-113,2.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:26:40,Alcance,9.02483081817627,-79.53479766845703,67.0,0.3,6.0,3.886,15.0,26.0,34.0,2,76.7,325.7,-97.0,9.8,GatewayELII,-97,9.8,GatewayFacilidades,-115,-2.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:27:10,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.881,15.0,27.0,4.0,2,60.3,308.9,-93.0,9.8,GatewayELII,-93,9.8,GatewayFacilidades,-114,-0.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:27:40,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.891,15.0,27.0,34.0,2,59.6,308.9,-87.0,10.0,GatewayELII,-87,10.0,GatewayFacilidades,-116,-4.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:28:10,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.891,15.0,28.0,4.0,1,59.6,59.6,-95.0,9.8,GatewayELII,-95,9.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:28:40,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.891,15.0,28.0,35.0,2,59.6,308.9,-93.0,9.5,GatewayELII,-93,9.5,GatewayFacilidades,-115,-3.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:29:10,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.891,15.0,29.0,5.0,2,59.6,308.9,-77.0,9.8,GatewayELII,-77,9.8,GatewayFacilidades,-109,5.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:29:40,Alcance,9.02480411529541,-79.53463745117188,57.0,0.4,0.0,3.891,15.0,29.0,35.0,2,59.6,308.9,-81.0,9.8,GatewayELII,-81,9.8,GatewayFacilidades,-112,2.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:30:10,Alcance,9.024354934692383,-79.5343246459961,54.0,0.1,13.0,3.891,15.0,30.0,5.0,2,21.9,255.5,-77.0,10.0,GatewayELII,-77,10.0,GatewayFacilidades,-103,8.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:30:40,Alcance,9.024016380310059,-79.5342025756836,51.0,0.1,13.0,3.891,15.0,30.0,35.0,2,53.8,229.7,-70.0,9.8,GatewayELII,-70,9.8,GatewayFacilidades,-116,-4.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:31:11,Alcance,9.023726463317871,-79.5340805053711,55.0,0.1,13.0,3.891,15.0,31.0,5.0,1,209.2,209.2,-107.0,8.0,GatewayELII,,,GatewayFacilidades,-107,8.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:31:41,Alcance,9.02370548248291,-79.5338363647461,52.0,0.1,11.0,3.891,15.0,31.0,35.0,2,95.5,182.4,-66.0,9.8,GatewayELII,-66,9.8,GatewayFacilidades,-112,3.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:32:11,Alcance,9.023695945739746,-79.53358459472656,30.0,0.1,8.0,3.891,15.0,32.0,5.0,2,111.4,155.1,-101.0,9.8,GatewayELII,-101,9.8,GatewayFacilidades,-110,4.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:32:41,Alcance,9.023699760437012,-79.53367614746094,13.0,0.2,6.0,3.891,15.0,32.0,35.0,2,105.4,165.0,-93.0,11.5,GatewayELII,-93,9.5,GatewayFacilidades,-99,11.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:33:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.891,15.0,33.0,5.0,1,107.0,107.0,-90.0,10.5,GatewayELII,-90,10.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:33:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.891,15.0,33.0,35.0,2,107.0,176.8,-83.0,9.5,GatewayELII,-83,9.5,GatewayFacilidades,-115,-5.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:34:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.886,15.0,34.0,5.0,2,107.0,176.8,-81.0,10.0,GatewayELII,-81,10.0,GatewayFacilidades,-115,-1.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:34:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.891,15.0,34.0,35.0,1,107.0,107.0,-77.0,10.0,GatewayELII,-77,10.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:35:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.881,15.0,35.0,5.0,1,107.0,107.0,-103.0,7.5,GatewayELII,-103,7.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:35:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.891,15.0,35.0,35.0,2,107.0,176.8,-83.0,10.2,GatewayELII,-83,10.2,GatewayFacilidades,-115,-4.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:36:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.861,15.0,36.0,5.0,1,107.0,107.0,-79.0,9.0,GatewayELII,-79,9.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:36:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.886,15.0,36.0,35.0,2,107.0,176.8,-81.0,10.8,GatewayELII,-81,10.8,GatewayFacilidades,-116,-3.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:37:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.886,15.0,37.0,5.0,2,107.0,176.8,-81.0,9.2,GatewayELII,-81,9.2,GatewayFacilidades,-114,0.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:37:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.891,15.0,37.0,36.0,2,108.0,176.8,-85.0,9.5,GatewayELII,-85,9.5,GatewayFacilidades,-116,-4.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:38:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.886,15.0,38.0,6.0,2,108.0,176.8,-85.0,9.5,GatewayELII,-85,9.5,GatewayFacilidades,-115,-1.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:38:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.881,15.0,38.0,36.0,2,108.0,176.8,-87.0,9.5,GatewayELII,-87,9.5,GatewayFacilidades,-116,-7.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:39:11,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.881,15.0,39.0,6.0,2,107.0,176.8,-87.0,9.8,GatewayELII,-87,9.8,GatewayFacilidades,-116,-4.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:39:41,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.881,15.0,39.0,36.0,1,176.8,176.8,-116.0,-5.3,GatewayELII,,,GatewayFacilidades,-116,-5.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-06 10:40:12,Alcance,9.023618698120117,-79.53379821777344,4.0,0.7,0.0,3.881,15.0,40.0,6.0,1,107.0,107.0,-83.0,8.8,GatewayELII,-83,8.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
