time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-04-25 11:31:19,Alcance,9.027498245239258,-79.52276611328125,215.0,0.3,5.0,3.788,16.0,31.0,17.0,3,1131.4,1303.6,-101.0,8.2,GatewayELII,-101,8.2,GatewayFacilidades,-110,4.5,GatewayEdificio3,-114,3.0,GatewayOficina,,
2026-04-25 11:31:51,Alcance,9.02750301361084,-79.5224838256836,100.0,0.3,5.0,3.783,16.0,31.0,48.0,2,1160.1,1333.8,-104.0,5.3,GatewayELII,-104,3.2,GatewayFacilidades,-110,5.3,GatewayEdificio3,,,GatewayOficina,,
2026-04-25 11:32:19,Alcance,9.02751350402832,-79.52237701416016,62.0,0.3,5.0,3.778,16.0,32.0,18.0,3,1171.3,1345.4,-107.0,5.0,GatewayELII,-107,-0.2,GatewayFacilidades,-109,5.0,GatewayEdificio3,-114,-6.8,GatewayOficina,,
2026-04-25 11:32:49,Alcance,9.02743911743164,-79.52249908447266,86.0,0.3,5.0,3.768,16.0,32.0,48.0,3,1155.7,1330.4,-108.0,7.3,GatewayELII,-108,7.2,GatewayFacilidades,-108,7.3,GatewayEdificio3,-117,-2.0,GatewayOficina,,
2026-04-25 11:33:19,Alcance,9.027487754821777,-79.52244567871094,86.0,0.3,5.0,3.778,16.0,33.0,18.0,3,1163.2,1337.4,-105.0,8.0,GatewayELII,-105,7.5,GatewayFacilidades,-107,8.0,GatewayEdificio3,-114,1.2,GatewayOficina,,
2026-04-25 11:33:49,Alcance,9.027528762817383,-79.52238464355469,77.0,0.3,5.0,3.778,16.0,33.0,48.0,3,1171.2,1345.3,-107.0,7.5,GatewayELII,-107,7.5,GatewayFacilidades,-110,6.0,GatewayEdificio3,-115,1.8,GatewayOficina,,
2026-04-25 11:34:19,Alcance,9.027587890625,-79.52227783203125,78.0,0.3,5.0,3.778,16.0,34.0,18.0,3,1184.6,1357.2,-106.0,8.5,GatewayELII,-106,6.8,GatewayFacilidades,-107,8.5,GatewayEdificio3,-115,2.5,GatewayOficina,,
2026-04-25 11:34:49,Alcance,9.027562141418457,-79.52230834960938,88.0,0.3,5.0,3.768,16.0,34.0,48.0,2,1180.4,1353.0,-107.0,1.0,GatewayELII,-107,-1.5,GatewayFacilidades,-112,1.0,GatewayEdificio3,,,GatewayOficina,,
2026-04-25 11:35:19,Alcance,9.027602195739746,-79.52225494384766,61.0,0.3,5.0,3.778,16.0,35.0,18.0,2,1187.5,1359.8,-105.0,7.5,GatewayELII,-105,7.5,GatewayFacilidades,-108,6.5,GatewayEdificio3,,,GatewayOficina,,
2026-04-25 11:35:49,Alcance,9.027606964111328,-79.5222396850586,39.0,0.3,5.0,3.773,16.0,35.0,48.0,3,1189.2,1361.5,-107.0,7.2,GatewayELII,-107,7.2,GatewayFacilidades,-109,6.5,GatewayEdificio3,-115,,GatewayOficina,,
2026-04-25 11:36:19,Alcance,9.02758502960205,-79.52228546142578,37.0,0.2,6.0,3.768,16.0,36.0,18.0,3,1183.7,1356.1,-107.0,6.0,GatewayELII,-108,1.8,GatewayFacilidades,-108,6.0,GatewayEdificio3,-107,-3.0,GatewayOficina,,
2026-04-25 11:36:49,Alcance,9.027578353881836,-79.52230834960938,38.0,0.2,6.0,3.768,16.0,36.0,48.0,3,1181.1,1353.4,-107.0,6.8,GatewayELII,-107,-2.8,GatewayFacilidades,-108,6.8,GatewayEdificio3,-114,0.5,GatewayOficina,,
2026-04-25 11:37:19,Alcance,9.027559280395508,-79.52234649658203,38.0,0.2,6.0,3.768,16.0,37.0,18.0,3,1176.4,1348.9,-103.0,6.8,GatewayELII,-103,6.8,GatewayFacilidades,-113,1.8,GatewayEdificio3,-114,-0.2,GatewayOficina,,
2026-04-25 11:37:49,Alcance,9.027541160583496,-79.52235412597656,36.0,0.2,6.0,3.768,16.0,37.0,48.0,3,1174.8,1347.5,-107.0,8.3,GatewayELII,-109,6.5,GatewayFacilidades,-107,8.3,GatewayEdificio3,-115,2.0,GatewayOficina,,
