time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-03-25 09:04:55,Alcance,9.024645805358887,-79.53433990478516,3.646,14.0,19.0,5.0,GatewayELII,,,GatewayFacilidades,-84,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:04:56,Alcance,9.024645805358887,-79.53433990478516,3.66,14.0,19.0,5.0,GatewayELII,,,GatewayFacilidades,-95,9.8,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:05:50,Alcance,9.024552345275879,-79.53413391113281,3.646,14.0,20.0,1.0,GatewayELII,,,GatewayFacilidades,-85,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:06:44,Alcance,9.024346351623535,-79.53384399414062,3.646,14.0,20.0,54.0,GatewayELII,,,GatewayFacilidades,-82,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:07:31,Alcance,9.024568557739258,-79.53418731689453,3.66,14.0,21.0,41.0,GatewayELII,,,GatewayFacilidades,-82,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:08:19,Alcance,9.024680137634277,-79.53437042236328,3.646,14.0,22.0,29.0,GatewayELII,,,GatewayFacilidades,-86,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:09:02,Alcance,9.024617195129395,-79.53431701660156,3.66,14.0,23.0,13.0,GatewayELII,,,GatewayFacilidades,-86,9.0,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:09:44,Alcance,9.024667739868164,-79.5343017578125,3.646,14.0,23.0,55.0,GatewayELII,,,GatewayFacilidades,-82,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:10:28,Alcance,9.024614334106445,-79.53424072265625,3.651,14.0,24.0,38.0,GatewayELII,,,GatewayFacilidades,-86,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:11:08,Alcance,9.024640083312988,-79.53433227539062,3.646,14.0,25.0,19.0,GatewayELII,,,GatewayFacilidades,-84,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:11:50,Alcance,9.024670600891113,-79.53433990478516,3.646,14.0,26.0,1.0,GatewayELII,,,GatewayFacilidades,-83,8.8,GatewayTTN,,,GatewayTTN2,,
2026-03-25 09:12:33,Alcance,9.02463150024414,-79.53435516357422,3.646,14.0,26.0,44.0,GatewayELII,,,GatewayFacilidades,-83,13.5,GatewayTTN,,,GatewayTTN2,,
