time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-04-22 14:21:50,Alcance,9.024368286132812,-79.53230285644531,76.0,1.0,5.0,4.116,19.0,21.0,50.0,4,106.7,267.0,-85.0,11.8,GatewayELII,-85,9.8,GatewayFacilidades,-87,11.8,GatewayEdificio3,-88,8.8,GatewayOficina,-114,-4.0
2026-04-22 14:22:21,Alcance,9.024293899536133,-79.53224182128906,68.0,0.7,6.0,4.106,19.0,22.0,21.0,3,98.0,258.5,-83.0,13.8,GatewayELII,-83,9.8,GatewayFacilidades,-86,13.8,GatewayEdificio3,-89,7.5,GatewayOficina,,
2026-04-22 14:22:52,Alcance,9.024234771728516,-79.5322265625,59.0,0.7,6.0,4.116,19.0,22.0,51.0,4,91.3,259.1,-84.0,14.3,GatewayELII,-84,10.5,GatewayFacilidades,-89,14.3,GatewayEdificio3,-99,9.2,GatewayOficina,-114,-2.5
2026-04-22 14:23:22,Alcance,9.024252891540527,-79.53224182128906,58.0,0.7,6.0,4.116,19.0,23.0,21.0,4,93.4,257.0,-81.0,13.3,GatewayELII,-81,9.2,GatewayFacilidades,-87,13.3,GatewayEdificio3,-87,10.0,GatewayOficina,-113,-1.5
2026-04-22 14:23:52,Alcance,9.024267196655273,-79.53223419189453,59.0,0.6,6.0,4.106,19.0,23.0,51.0,4,95.0,257.5,-79.0,13.3,GatewayELII,-79,9.2,GatewayFacilidades,-91,13.3,GatewayEdificio3,-89,8.8,GatewayOficina,-111,-0.8
2026-04-22 14:24:22,Alcance,9.024396896362305,-79.53228759765625,69.0,0.6,6.0,4.116,19.0,24.0,21.0,4,109.7,270.1,-84.0,13.3,GatewayELII,-84,10.5,GatewayFacilidades,-87,13.3,GatewayEdificio3,-85,9.8,GatewayOficina,-113,-0.2
2026-04-22 14:24:52,Alcance,9.024394989013672,-79.53228759765625,72.0,0.6,6.0,4.116,19.0,24.0,51.0,4,109.5,269.9,-83.0,14.0,GatewayELII,-83,10.0,GatewayFacilidades,-89,14.0,GatewayEdificio3,-85,9.8,GatewayOficina,-113,-2.2
2026-04-22 14:25:22,Alcance,9.024402618408203,-79.53229522705078,68.0,0.6,6.0,4.116,19.0,25.0,21.0,4,110.4,270.8,-83.0,13.5,GatewayELII,-83,9.5,GatewayFacilidades,-84,13.5,GatewayEdificio3,-91,9.5,GatewayOficina,-113,0.8
2026-04-22 14:25:52,Alcance,9.024301528930664,-79.53223419189453,55.0,0.6,6.0,4.116,19.0,25.0,51.0,4,98.8,259.3,-81.0,10.8,GatewayELII,-81,9.8,GatewayFacilidades,-102,10.8,GatewayEdificio3,-84,9.0,GatewayOficina,-113,-1.0
2026-04-22 14:26:22,Alcance,9.024243354797363,-79.5322265625,46.0,0.6,6.0,4.116,19.0,26.0,22.0,4,92.3,258.9,-83.0,9.5,GatewayELII,-84,8.5,GatewayFacilidades,-83,9.5,GatewayEdificio3,-87,9.2,GatewayOficina,-112,-4.2
2026-04-22 14:26:52,Alcance,9.023845672607422,-79.53199768066406,-12.0,0.6,6.0,4.116,19.0,26.0,52.0,4,53.0,296.0,-81.0,13.3,GatewayELII,-81,10.0,GatewayFacilidades,-85,13.3,GatewayEdificio3,-87,9.8,GatewayOficina,-112,-2.0
