time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-03-30 10:52:53,Alcance,9.024626731872559,-79.53446960449219,3.915,16.0,13.0,0.0,GatewayELII,,,GatewayFacilidades,-103,10.5,GatewayTTN,,,GatewayTTN2,-84,9.8
2026-03-30 10:53:00,Alcance,9.024626731872559,-79.53446960449219,3.994,16.0,13.0,0.0,GatewayELII,,,GatewayFacilidades,,,GatewayTTN,,,GatewayTTN2,-107,10.2
2026-03-30 10:56:48,Alcance,9.02466869354248,-79.53453063964844,3.994,16.0,16.0,55.0,GatewayELII,,,GatewayFacilidades,-107,7.5,GatewayTTN,,,GatewayTTN2,-79,11.5
2026-03-30 10:57:44,Alcance,9.024699211120605,-79.53504180908203,3.994,16.0,17.0,51.0,GatewayELII,,,GatewayFacilidades,-106,8.8,GatewayTTN,,,GatewayTTN2,-75,10.8
2026-03-30 10:58:53,Alcance,9.024693489074707,-79.53462982177734,3.969,16.0,19.0,0.0,GatewayELII,,,GatewayFacilidades,-100,10.3,GatewayTTN,,,GatewayTTN2,-77,9.5
2026-03-30 10:59:36,Alcance,9.024776458740234,-79.53459930419922,3.994,16.0,19.0,44.0,GatewayELII,,,GatewayFacilidades,-109,6.8,GatewayTTN,,,GatewayTTN2,-83,10.0
2026-03-30 11:00:18,Alcance,9.024739265441895,-79.53462219238281,3.969,16.0,20.0,26.0,GatewayELII,,,GatewayFacilidades,-108,6.5,GatewayTTN,,,GatewayTTN2,-77,10.8
2026-03-30 11:01:02,Alcance,9.02472972869873,-79.53465270996094,3.969,16.0,21.0,9.0,GatewayELII,,,GatewayFacilidades,-103,8.8,GatewayTTN,,,GatewayTTN2,-78,9.5
2026-03-30 11:01:50,Alcance,9.024675369262695,-79.53448486328125,3.994,16.0,21.0,57.0,GatewayELII,,,GatewayFacilidades,-110,5.0,GatewayTTN,,,GatewayTTN2,-79,10.5
2026-03-30 11:02:47,Alcance,9.024497032165527,-79.5344467163086,3.964,16.0,22.0,54.0,GatewayELII,,,GatewayFacilidades,-101,11.5,GatewayTTN,,,GatewayTTN2,-77,9.8
2026-03-30 11:03:37,Alcance,9.024359703063965,-79.53506469726562,3.964,16.0,23.0,44.0,GatewayELII,,,GatewayFacilidades,-113,1.0,GatewayTTN,,,GatewayTTN2,-77,10.5
2026-03-30 11:04:32,Alcance,9.024407386779785,-79.53466033935547,3.969,16.0,24.0,39.0,GatewayELII,,,GatewayFacilidades,-102,11.0,GatewayTTN,,,GatewayTTN2,-82,8.5
2026-03-30 11:05:19,Alcance,9.024703979492188,-79.53459930419922,3.964,16.0,25.0,26.0,GatewayELII,,,GatewayFacilidades,-99,11.8,GatewayTTN,,,GatewayTTN2,-83,9.8
2026-03-30 11:06:06,Alcance,9.024741172790527,-79.53449249267578,3.969,16.0,26.0,14.0,GatewayELII,,,GatewayFacilidades,-105,9.8,GatewayTTN,,,GatewayTTN2,-99,9.0
2026-03-30 11:06:54,Alcance,9.024689674377441,-79.53459167480469,3.964,16.0,27.0,2.0,GatewayELII,,,GatewayFacilidades,-104,10.3,GatewayTTN,,,GatewayTTN2,-87,10.2
2026-03-30 11:07:42,Alcance,9.024698257446289,-79.53472137451172,3.969,16.0,27.0,50.0,GatewayELII,,,GatewayFacilidades,-103,10.5,GatewayTTN,,,GatewayTTN2,-77,9.5
2026-03-30 11:08:26,Alcance,9.024688720703125,-79.53457641601562,3.969,16.0,28.0,33.0,GatewayELII,,,GatewayFacilidades,-103,10.5,GatewayTTN,,,GatewayTTN2,-78,10.2
2026-03-30 11:09:20,Alcance,9.024643898010254,-79.53450775146484,3.964,16.0,29.0,28.0,GatewayELII,,,GatewayFacilidades,-100,12.3,GatewayTTN,,,GatewayTTN2,-93,10.0
2026-03-30 11:10:14,Alcance,9.02478313446045,-79.53447723388672,3.969,16.0,30.0,21.0,GatewayELII,,,GatewayFacilidades,-100,11.3,GatewayTTN,,,GatewayTTN2,-89,10.2
2026-03-30 11:11:06,Alcance,9.024381637573242,-79.53473663330078,3.969,16.0,31.0,14.0,GatewayELII,,,GatewayFacilidades,-104,10.5,GatewayTTN,,,GatewayTTN2,-73,10.5
2026-03-30 11:11:56,Alcance,9.02447509765625,-79.53459930419922,3.969,16.0,32.0,4.0,GatewayELII,,,GatewayFacilidades,-103,9.0,GatewayTTN,,,GatewayTTN2,-79,9.8
2026-03-30 11:12:59,Alcance,9.024514198303223,-79.53462219238281,3.964,16.0,33.0,7.0,GatewayELII,,,GatewayFacilidades,-110,4.8,GatewayTTN,,,GatewayTTN2,-85,9.0
