time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-08-05 00:08:31,OPTA,NICLABH1,812045,0.0054,0.0544,0.9958,29.9,50.21,2.1,2430.0,-0.474,Motor_apagado,0.996
2026-08-05 00:18:30,OPTA,NICLABH1,812536,0.0054,0.0544,0.9961,29.9,50.2,2.1,2430.0,-0.296,Motor_apagado,0.996
2026-08-05 00:28:31,OPTA,NICLABH1,813028,0.0056,0.0544,0.9961,29.93,50.2,2.33,2510.0,-0.578,Motor_apagado,0.996
2026-08-05 00:38:31,OPTA,NICLABH1,813520,0.0054,0.0544,0.9961,29.93,50.2,2.35,2500.0,-0.274,Motor_apagado,0.996
2026-08-05 00:48:33,OPTA,NICLABH1,814013,0.0051,0.0544,0.9958,29.93,50.2,2.33,2490.0,-0.05,Motor_apagado,0.996
2026-08-05 00:58:33,OPTA,NICLABH1,814506,0.0056,0.0542,0.9961,29.93,50.2,2.44,2500.0,-0.363,Motor_apagado,0.996
2026-08-05 01:08:33,OPTA,NICLABH1,814998,0.0051,0.0542,0.9961,29.93,50.2,2.42,2490.0,-0.326,Motor_apagado,0.996
2026-08-05 01:18:33,OPTA,NICLABH1,815490,0.0054,0.0542,0.9961,29.92,50.2,2.45,2500.0,-0.227,Motor_apagado,0.996
2026-08-05 01:28:34,OPTA,NICLABH1,815982,0.0051,0.0542,0.9961,29.92,50.2,2.51,2500.0,0.375,Motor_apagado,0.996
2026-08-05 01:38:35,OPTA,NICLABH1,816474,0.0054,0.0542,0.9961,29.93,50.2,2.54,2500.0,-0.536,Motor_apagado,0.996
2026-08-05 01:48:35,OPTA,NICLABH1,816967,0.0056,0.0542,0.9961,29.93,51.2,2.61,2500.0,-0.37,Motor_apagado,0.996
2026-08-05 01:58:36,OPTA,NICLABH1,817459,0.0054,0.0542,0.9958,29.92,51.2,2.64,2500.0,-0.427,Motor_apagado,0.996
2026-08-05 02:08:36,OPTA,NICLABH1,817951,0.0056,0.0542,0.9961,29.91,50.2,2.61,2500.0,-0.153,Motor_apagado,0.996
2026-08-05 02:18:37,OPTA,NICLABH1,818444,0.0056,0.0542,0.9963,29.91,51.2,2.5,2460.0,-0.621,Motor_apagado,0.996
2026-08-05 02:28:37,OPTA,NICLABH1,818935,0.0054,0.0544,0.9958,29.89,50.2,2.45,2440.0,0.049,Motor_apagado,0.996
2026-08-05 02:38:38,OPTA,NICLABH1,819427,0.0054,0.0542,0.9958,29.87,51.19,2.34,2390.0,-0.307,Motor_apagado,0.996
2026-08-05 02:48:38,OPTA,NICLABH1,819919,0.0051,0.0542,0.9958,29.85,51.18,2.29,2380.0,-0.491,Motor_apagado,0.996
2026-08-05 02:58:39,OPTA,NICLABH1,820412,0.0054,0.0542,0.9961,29.83,50.2,2.2,2340.0,-0.2,Motor_apagado,0.996
2026-08-05 03:08:39,OPTA,NICLABH1,820904,0.0054,0.0542,0.9961,29.81,50.2,2.05,2250.0,-0.464,Motor_apagado,0.996
