time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-08-09 00:02:36,OPTA,NICLABH1,1095323,0.0054,0.0542,0.9971,31.45,50.19,0.64,530.0,-0.866,Motor_apagado,0.996
2026-08-09 00:12:36,OPTA,NICLABH1,1095815,0.0056,0.0542,0.9971,31.44,50.2,0.64,530.0,-0.368,Motor_apagado,0.996
2026-08-09 00:22:36,OPTA,NICLABH1,1096307,0.0056,0.0542,0.9971,31.41,50.19,0.64,540.0,-0.173,Motor_apagado,0.996
2026-08-09 00:32:38,OPTA,NICLABH1,1096800,0.0056,0.0542,0.9971,31.35,49.19,0.62,510.0,-0.395,Motor_apagado,0.996
2026-08-09 00:42:37,OPTA,NICLABH1,1097292,0.0059,0.0544,0.9971,31.33,49.19,0.61,500.0,0.016,Motor_apagado,0.996
2026-08-09 00:52:38,OPTA,NICLABH1,1097784,0.0056,0.0542,0.9971,31.28,48.19,0.62,510.0,-0.085,Motor_apagado,0.996
2026-08-09 01:02:38,OPTA,NICLABH1,1098276,0.0054,0.0542,0.9971,31.24,48.19,0.59,470.0,0.452,Motor_apagado,0.996
2026-08-09 01:12:39,OPTA,NICLABH1,1098769,0.0054,0.0542,0.9971,31.19,48.19,0.58,430.0,-0.518,Motor_apagado,0.996
2026-08-09 01:22:40,OPTA,NICLABH1,1099262,0.0056,0.0542,0.9971,31.17,48.19,0.57,410.0,-0.33,Motor_apagado,0.996
2026-08-09 01:32:40,OPTA,NICLABH1,1099755,0.0054,0.0542,0.9971,31.15,48.19,0.58,460.0,-0.097,Motor_apagado,0.996
2026-08-09 01:42:40,OPTA,NICLABH1,1100248,0.0054,0.0542,0.9971,31.12,48.19,0.58,450.0,0.453,Motor_apagado,0.996
2026-08-09 01:52:40,OPTA,NICLABH1,1100740,0.0054,0.0544,0.9971,31.11,48.19,0.58,470.0,-0.4,Motor_apagado,0.996
2026-08-09 02:02:40,OPTA,NICLABH1,1101232,0.0054,0.0542,0.9971,31.08,48.19,0.59,480.0,-0.116,Motor_apagado,0.996
2026-08-09 02:12:41,OPTA,NICLABH1,1101725,0.0056,0.0544,0.9971,31.03,48.19,0.58,440.0,-0.246,Motor_apagado,0.996
2026-08-09 02:22:41,OPTA,NICLABH1,1102218,0.0054,0.0544,0.9968,31.01,48.19,0.57,420.0,-0.369,Motor_apagado,0.996
2026-08-09 02:32:42,OPTA,NICLABH1,1102711,0.0051,0.0544,0.9968,31.0,48.2,0.58,440.0,0.514,Motor_apagado,0.996
2026-08-09 02:42:43,OPTA,NICLABH1,1103203,0.0054,0.0542,0.9968,30.96,48.19,0.57,430.0,-0.392,Motor_apagado,0.996
2026-08-09 02:52:43,OPTA,NICLABH1,1103695,0.0054,0.0542,0.9968,30.93,48.19,0.56,410.0,-0.402,Motor_apagado,0.996
2026-08-09 03:02:44,OPTA,NICLABH1,1104187,0.0054,0.0542,0.9968,30.89,48.19,0.58,460.0,0.156,Motor_apagado,0.996
2026-08-09 03:12:44,OPTA,NICLABH1,1104681,0.0054,0.0544,0.9968,30.86,47.18,0.61,510.0,0.028,Motor_apagado,0.996
2026-08-09 03:22:45,OPTA,NICLABH1,1105174,0.0054,0.0544,0.9968,30.84,47.18,0.61,520.0,-0.265,Motor_apagado,0.996
2026-08-09 03:32:45,OPTA,NICLABH1,1105666,0.0054,0.0544,0.9966,30.83,47.18,0.62,550.0,-0.548,Motor_apagado,0.996
2026-08-09 03:42:45,OPTA,NICLABH1,1106158,0.0054,0.0544,0.9966,30.82,48.15,0.63,570.0,-0.322,Motor_apagado,0.996
2026-08-09 03:52:46,OPTA,NICLABH1,1106651,0.0054,0.0542,0.9966,30.78,48.2,0.62,550.0,-0.495,Motor_apagado,0.996
2026-08-09 04:02:47,OPTA,NICLABH1,1107145,0.0054,0.0542,0.9966,30.75,48.19,0.58,470.0,-0.02,Motor_apagado,0.996
2026-08-09 04:12:48,OPTA,NICLABH1,1107638,0.0054,0.0542,0.9966,30.72,48.19,0.58,470.0,-0.628,Motor_apagado,0.996
2026-08-09 04:22:47,OPTA,NICLABH1,1108129,0.0054,0.0542,0.9963,30.7,48.19,0.62,560.0,-0.472,Motor_apagado,0.996
2026-08-09 04:32:47,OPTA,NICLABH1,1108621,0.0054,0.0542,0.9966,30.67,48.19,0.62,560.0,-0.467,Motor_apagado,0.996
2026-08-09 04:42:48,OPTA,NICLABH1,1109114,0.0054,0.0544,0.9966,30.66,48.19,0.64,600.0,-0.193,Motor_apagado,0.996
2026-08-09 04:52:48,OPTA,NICLABH1,1109606,0.0054,0.0544,0.9963,30.63,48.19,0.63,580.0,-0.581,Motor_apagado,0.996
2026-08-09 05:02:48,OPTA,NICLABH1,1110098,0.0056,0.0547,0.9963,30.61,48.19,0.64,610.0,-0.483,Motor_apagado,0.996
2026-08-09 05:12:49,OPTA,NICLABH1,1110590,0.0054,0.0542,0.9963,30.6,48.19,0.66,660.0,-0.299,Motor_apagado,0.996
2026-08-09 05:22:49,OPTA,NICLABH1,1111082,0.0054,0.0544,0.9963,30.58,48.19,0.69,720.0,-0.319,Motor_apagado,0.996
2026-08-09 05:32:49,OPTA,NICLABH1,1111574,0.0051,0.0544,0.9961,30.55,48.19,0.66,680.0,-0.422,Motor_apagado,0.996
