windowStart,windowEnd,sampleCount,gatewayId,deviceName,accXRMS_min,accYRMS_min,accZRMS_min,temperature_min,humidity_min,bvoc_min,iaq_min,anomaly_min,classConfidence_min,accXRMS_avg,accYRMS_avg,accZRMS_avg,temperature_avg,humidity_avg,bvoc_avg,iaq_avg,anomaly_avg,classConfidence_avg,accXRMS_max,accYRMS_max,accZRMS_max,temperature_max,humidity_max,bvoc_max,iaq_max,anomaly_max,classConfidence_max,dominantLabel,labelCounts
2026-08-01 23:50:58,2026-08-02 00:00:57,488,OPTA,NICLABH1,0.0049,0.0532,0.9966,30.99,53.16,0.98,940.0,-1.92,0.996,0.00524,0.05362,0.9969,31.01182,53.19525,1.03943,991.43443,-1.29653,0.996,0.0056,0.0542,0.9973,31.04,54.19,1.09,1030.0,-0.218,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 00:00:58,2026-08-02 00:10:57,487,OPTA,NICLABH1,0.0049,0.0532,0.9966,30.97,53.16,0.97,920.0,-1.894,0.996,0.00529,0.05359,0.99688,30.9845,53.18205,1.00864,963.8193,-1.28746,0.996,0.0059,0.0542,0.9973,31.0,53.21,1.04,990.0,-0.103,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 00:10:58,2026-08-02 00:20:57,487,OPTA,NICLABH1,0.0049,0.053,0.9966,30.97,53.16,0.97,920.0,-1.91,0.996,0.00533,0.05353,0.99693,30.98292,53.1829,1.0014,962.56674,-1.2881,0.996,0.0059,0.0542,0.9973,30.99,53.21,1.04,1000.0,-0.417,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 00:20:59,2026-08-02 00:30:58,488,OPTA,NICLABH1,0.0049,0.0532,0.9966,30.93,53.16,0.94,900.0,-1.951,0.996,0.00525,0.05359,0.99697,30.95096,53.1848,0.97736,944.95902,-1.30052,0.996,0.0059,0.0542,0.9973,30.98,53.21,1.02,980.0,-0.636,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 00:31:00,2026-08-02 00:40:59,488,OPTA,NICLABH1,0.0049,0.0532,0.9966,30.91,53.16,0.95,920.0,-1.945,0.9921,0.00526,0.05367,0.99692,30.92674,53.18414,0.98664,957.68443,-1.29314,0.99599,0.0059,0.0542,0.9973,30.94,53.21,1.03,1000.0,-0.325,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 00:41:00,2026-08-02 00:50:59,487,OPTA,NICLABH1,0.0049,0.0532,0.9966,30.9,53.16,0.95,930.0,-1.971,0.996,0.00535,0.0537,0.99678,30.91454,53.18246,0.99012,967.12526,-1.29474,0.996,0.0059,0.0542,0.9971,30.93,53.21,1.03,1000.0,-0.535,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 00:51:01,2026-08-02 01:00:59,487,OPTA,NICLABH1,0.0049,0.053,0.9963,30.88,53.16,0.93,900.0,-1.926,0.996,0.00536,0.05362,0.99675,30.89378,53.18423,0.96729,945.81109,-1.29309,0.996,0.0059,0.0542,0.9971,30.91,53.22,1.02,1000.0,-0.097,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 01:01:01,2026-08-02 01:10:59,488,OPTA,NICLABH1,0.0051,0.0532,0.9963,30.85,53.16,0.94,920.0,-1.89,0.996,0.00542,0.05365,0.99672,30.86889,53.18385,0.97232,957.9918,-1.28701,0.996,0.0059,0.054,0.9971,30.88,53.21,1.01,990.0,-0.165,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 01:11:01,2026-08-02 01:21:00,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.83,53.16,0.93,920.0,-1.873,0.996,0.00532,0.05366,0.9967,30.84494,53.18299,0.97088,961.04508,-1.2768,0.996,0.0056,0.0542,0.9971,30.86,53.21,1.0,990.0,-0.464,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 01:21:02,2026-08-02 01:31:01,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.82,53.16,0.9,880.0,-1.921,0.996,0.00498,0.05364,0.99674,30.82814,53.18295,0.93238,920.79918,-1.27796,0.996,0.0054,0.0542,0.9971,30.84,53.21,0.97,960.0,0.121,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 01:31:02,2026-08-02 01:41:00,487,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.8,52.17,0.88,860.0,-1.996,0.996,0.00502,0.05365,0.9967,30.8186,52.86004,0.91532,904.39425,-1.28251,0.996,0.0054,0.0542,0.9971,30.83,53.21,0.97,970.0,0.114,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 01:41:02,2026-08-02 01:51:00,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.76,52.16,0.89,880.0,-1.949,0.996,0.00507,0.05364,0.99671,30.77994,52.41352,0.93318,929.38525,-1.28224,0.996,0.0056,0.0542,0.9971,30.81,53.21,0.97,970.0,-0.157,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 01:51:03,2026-08-02 02:01:01,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.74,52.17,0.84,820.0,-1.904,0.996,0.00514,0.05372,0.99674,30.75793,52.84486,0.89246,886.53689,-1.27172,0.996,0.0056,0.0542,0.9971,30.78,53.21,0.95,950.0,-0.054,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 02:01:03,2026-08-02 02:11:01,488,OPTA,NICLABH1,0.0049,0.0532,0.9963,30.71,53.16,0.82,790.0,-1.909,0.996,0.00532,0.05366,0.99669,30.72699,53.18336,0.8448,829.67213,-1.26727,0.996,0.0056,0.0542,0.9971,30.74,53.21,0.88,870.0,-0.15,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 02:11:04,2026-08-02 02:21:02,488,OPTA,NICLABH1,0.0049,0.0532,0.9963,30.7,53.16,0.83,810.0,-1.853,0.996,0.00535,0.05368,0.9967,30.7159,53.18309,0.85574,852.45902,-1.26362,0.996,0.0056,0.0542,0.9971,30.73,53.22,0.9,900.0,0.114,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 02:21:04,2026-08-02 02:31:03,488,OPTA,NICLABH1,0.0049,0.0532,0.9963,30.68,53.16,0.79,770.0,-1.912,0.996,0.00536,0.05365,0.9967,30.69387,53.18395,0.82932,817.31557,-1.28914,0.996,0.0056,0.0542,0.9971,30.71,53.21,0.87,870.0,-0.306,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 02:31:05,2026-08-02 02:41:04,488,OPTA,NICLABH1,0.0049,0.0535,0.9963,30.65,52.16,0.76,720.0,-1.946,0.996,0.00524,0.05369,0.99669,30.66484,52.63154,0.82201,813.05328,-1.29324,0.996,0.0056,0.0542,0.9971,30.68,53.21,0.88,890.0,-0.35,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 02:41:05,2026-08-02 02:51:03,487,OPTA,NICLABH1,0.0049,0.053,0.9963,30.64,52.16,0.81,790.0,-1.899,0.996,0.00529,0.05364,0.99669,30.64973,52.17961,0.85051,854.00411,-1.28244,0.996,0.0056,0.0542,0.9971,30.66,52.21,0.89,890.0,-0.097,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 02:51:05,2026-08-02 03:01:04,488,OPTA,NICLABH1,0.0049,0.0532,0.9963,30.59,52.16,0.79,770.0,-1.872,0.996,0.0053,0.05352,0.99665,30.61387,52.18189,0.81703,812.5,-1.29791,0.996,0.0056,0.054,0.9971,30.65,52.2,0.85,860.0,-0.13,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 03:01:06,2026-08-02 03:11:04,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.57,52.15,0.78,760.0,-1.933,0.996,0.00515,0.05367,0.99661,30.59037,52.18094,0.81404,811.14754,-1.27181,0.996,0.0056,0.0542,0.9968,30.61,52.2,0.85,860.0,-0.505,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 03:11:06,2026-08-02 03:21:05,488,OPTA,NICLABH1,0.0046,0.0532,0.9963,30.53,52.16,0.76,730.0,-2.018,0.996,0.00502,0.05365,0.99659,30.55441,52.18199,0.784,773.19672,-1.30189,0.996,0.0054,0.0542,0.9968,30.57,52.2,0.82,820.0,0.553,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 03:21:07,2026-08-02 03:31:06,488,OPTA,NICLABH1,0.0046,0.0532,0.9961,30.51,52.16,0.74,700.0,-1.961,0.996,0.005,0.05367,0.99654,30.52383,52.18111,0.76365,743.66803,-1.3145,0.996,0.0054,0.0542,0.9968,30.54,52.21,0.82,820.0,-0.395,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 03:31:07,2026-08-02 03:41:05,486,OPTA,NICLABH1,0.0046,0.0532,0.9961,30.49,52.16,0.69,620.0,-1.886,0.996,0.00496,0.05383,0.99654,30.50298,52.18088,0.7235,686.41975,-1.28811,0.996,0.0054,0.0544,0.9968,30.52,52.21,0.76,740.0,-0.408,0.996,Motor_apagado,Motor_apagado:486
2026-08-02 03:41:07,2026-08-02 03:51:05,488,OPTA,NICLABH1,0.0046,0.0535,0.9961,30.48,52.16,0.66,600.0,-1.921,0.996,0.00499,0.05382,0.99654,30.49195,52.17986,0.70189,652.62295,-1.26958,0.996,0.0054,0.0542,0.9968,30.5,52.21,0.72,690.0,0.542,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 03:51:07,2026-08-02 04:01:06,488,OPTA,NICLABH1,0.0046,0.0535,0.9961,30.47,52.16,0.66,580.0,-1.891,0.996,0.00494,0.05371,0.99649,30.48199,52.18014,0.67988,621.10656,-1.29054,0.996,0.0054,0.0542,0.9968,30.5,52.2,0.7,660.0,-0.146,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:01:08,2026-08-02 04:11:06,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.43,51.18,0.65,560.0,-1.963,0.996,0.00496,0.05366,0.99649,30.45881,52.17211,0.66611,604.18033,-1.28495,0.996,0.0054,0.054,0.9968,30.49,52.21,0.7,650.0,-0.333,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:11:08,2026-08-02 04:21:07,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.42,51.17,0.65,570.0,-1.918,0.996,0.00491,0.05365,0.99651,30.43027,52.09971,0.67125,613.19672,-1.27839,0.996,0.0051,0.054,0.9968,30.44,52.2,0.7,650.0,-0.394,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:21:09,2026-08-02 04:31:07,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.41,52.16,0.66,590.0,-1.946,0.996,0.0048,0.05366,0.9965,30.42148,52.18098,0.70447,669.15984,-1.28852,0.996,0.0051,0.0542,0.9968,30.44,52.2,0.77,770.0,-0.302,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:31:09,2026-08-02 04:41:08,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.37,52.16,0.72,710.0,-1.93,0.996,0.00488,0.05368,0.99641,30.38799,52.18232,0.75875,761.57787,-1.28666,0.996,0.0051,0.0542,0.9968,30.41,52.21,0.79,830.0,-0.527,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:41:10,2026-08-02 04:51:09,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.34,52.16,0.74,740.0,-1.989,0.996,0.00488,0.05366,0.99639,30.35559,52.37867,0.77824,795.94262,-1.27659,0.996,0.0054,0.054,0.9966,30.37,53.21,0.81,850.0,-0.105,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 04:51:10,2026-08-02 05:01:08,487,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.33,52.16,0.72,710.0,-1.913,0.996,0.00492,0.05364,0.99638,30.34051,52.47203,0.77341,793.42916,-1.28116,0.996,0.0054,0.0542,0.9968,30.35,53.2,0.81,850.0,-0.51,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 05:01:11,2026-08-02 05:11:09,488,OPTA,NICLABH1,0.0046,0.0532,0.9961,30.33,52.16,0.72,710.0,-1.931,0.996,0.00488,0.05378,0.99638,30.33891,52.76656,0.76223,779.4877,-1.28744,0.996,0.0054,0.0544,0.9968,30.35,53.21,0.81,850.0,0.039,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 05:11:12,2026-08-02 05:21:09,488,OPTA,NICLABH1,0.0044,0.0532,0.9961,30.3,52.16,0.72,730.0,-1.957,0.996,0.00483,0.0537,0.99631,30.32291,52.34842,0.78697,823.13525,-1.2957,0.996,0.0054,0.0542,0.9966,30.34,53.21,0.82,880.0,-0.292,0.996,Motor_apagado,Motor_apagado:488
2026-08-02 05:21:12,2026-08-02 05:31:10,487,OPTA,NICLABH1,0.0044,0.0532,0.9958,30.29,53.16,0.72,700.0,-2.014,0.996,0.00476,0.05374,0.99627,30.30228,53.1815,0.7417,754.20945,-1.3107,0.996,0.0054,0.0542,0.9966,30.31,53.21,0.79,840.0,-0.683,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 05:31:12,2026-08-02 05:41:10,487,OPTA,NICLABH1,0.0044,0.0532,0.9958,30.28,53.16,0.74,760.0,-1.988,0.996,0.00494,0.05364,0.99619,30.30035,53.18386,0.7708,803.03901,-1.29952,0.996,0.0054,0.0542,0.9966,30.31,53.21,0.79,850.0,-0.401,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 05:41:12,2026-08-02 05:51:11,489,OPTA,NICLABH1,0.0049,0.0532,0.9958,30.26,53.16,0.71,710.0,-1.952,0.996,0.00514,0.05365,0.99614,30.27434,53.18401,0.75397,778.93661,-1.26958,0.996,0.0056,0.0542,0.9966,30.29,53.21,0.79,840.0,-0.449,0.996,Motor_apagado,Motor_apagado:489
2026-08-02 05:51:12,2026-08-02 06:01:10,487,OPTA,NICLABH1,0.0049,0.0532,0.9956,30.24,53.16,0.7,690.0,-1.936,0.996,0.00524,0.05375,0.99611,30.26819,53.184,0.7231,735.01027,-1.29308,0.996,0.0056,0.0542,0.9966,30.29,53.22,0.76,790.0,-0.229,0.996,Motor_apagado,Motor_apagado:487
2026-08-02 06:01:12,2026-08-02 06:11:10,488,OPTA,NICLABH1,0.0049,0.0535,0.9958,30.22,53.16,0.71,700.0,-1.92,0.996,0.00521,0.05385,0.99608,30.24121,53.18338,0.72689,744.36475,-1.28713,0.996,0.0056,0.0544,0.9963,30.26,53.22,0.76,790.0,-0.513,0.996,Motor_apagado,Motor_apagado:488
