time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2026-05-23 00:00:00,optaA,100.0,10.0,127.0,40.91,30.87,5.218,213.0,-4.447
2026-05-23 00:00:01,optaA,100.0,7.0,132.0,40.91,30.87,5.218,213.0,-4.453
2026-05-23 00:00:02,optaA,100.0,6.0,127.0,40.89,30.87,5.218,214.0,-4.452
2026-05-23 00:00:03,optaA,103.0,8.0,130.0,40.87,30.87,5.218,214.0,-4.449
2026-05-23 00:00:04,optaA,100.0,6.0,127.0,40.87,30.87,5.218,214.0,-4.448
2026-05-23 00:00:05,optaA,100.0,6.0,130.0,40.95,30.87,5.218,214.0,-4.454
2026-05-23 00:00:06,optaA,100.0,8.0,133.0,40.89,30.87,5.218,213.0,-4.443
2026-05-23 00:00:07,optaA,100.0,10.0,128.0,40.9,30.87,5.218,213.0,-4.457
2026-05-23 00:00:08,optaA,100.0,10.0,129.0,40.88,30.87,5.218,213.0,-4.453
2026-05-23 00:00:09,optaA,100.0,7.0,127.0,40.93,30.87,5.218,218.0,-4.453
2026-05-23 00:00:10,optaA,100.0,5.0,128.0,40.91,30.87,5.218,218.0,-4.442
2026-05-23 00:00:11,optaA,100.0,6.0,133.0,40.88,30.87,5.218,218.0,-4.447
2026-05-23 00:00:12,optaA,100.0,9.0,131.0,40.92,30.87,5.218,219.0,-4.453
2026-05-23 00:00:13,optaA,100.0,9.0,134.0,40.92,30.87,5.218,219.0,-4.456
2026-05-23 00:00:14,optaA,101.0,6.0,126.0,40.93,30.87,5.218,219.0,-4.44
2026-05-23 00:00:15,optaA,100.0,9.0,129.0,40.94,30.87,5.217,216.0,-4.453
2026-05-23 00:00:16,optaA,100.0,9.0,133.0,40.89,30.87,5.217,216.0,-4.449
2026-05-23 00:00:17,optaA,100.0,6.0,128.0,40.86,30.87,5.217,216.0,-4.45
2026-05-23 00:00:18,optaA,100.0,6.0,129.0,40.92,30.88,5.215,218.0,-4.45
2026-05-23 00:00:19,optaA,100.0,9.0,132.0,40.93,30.88,5.215,218.0,-4.457
2026-05-23 00:00:20,optaA,100.0,9.0,128.0,40.85,30.88,5.215,218.0,-4.457
2026-05-23 00:00:21,optaA,100.0,9.0,133.0,40.92,30.88,5.216,216.0,-4.454
2026-05-23 00:00:22,optaA,104.0,9.0,130.0,40.89,30.88,5.216,216.0,-4.455
2026-05-23 00:00:23,optaA,100.0,9.0,133.0,40.91,30.88,5.216,216.0,-4.448
2026-05-23 00:00:24,optaA,100.0,9.0,132.0,40.93,30.88,5.216,216.0,-4.452
2026-05-23 00:00:25,optaA,100.0,8.0,133.0,40.9,30.87,5.218,212.0,-4.453
2026-05-23 00:00:26,optaA,100.0,9.0,131.0,40.92,30.87,5.218,212.0,-4.442
2026-05-23 00:00:27,optaA,100.0,6.0,131.0,40.9,30.87,5.218,212.0,-4.449
2026-05-23 00:00:28,optaA,101.0,9.0,127.0,40.89,30.87,5.218,214.0,-4.448
2026-05-23 00:00:29,optaA,103.0,6.0,132.0,40.88,30.87,5.218,214.0,-4.454
2026-05-23 00:00:30,optaA,101.0,8.0,127.0,40.94,30.87,5.218,214.0,-4.443
2026-05-23 00:00:31,optaA,100.0,12.0,130.0,40.91,30.87,5.218,213.0,-4.45
2026-05-23 00:00:32,optaA,100.0,14.0,132.0,40.9,30.87,5.218,213.0,-4.465
2026-05-23 00:00:33,optaA,102.0,6.0,128.0,40.88,30.87,5.218,213.0,-4.452
2026-05-23 00:00:34,optaA,100.0,9.0,129.0,40.89,30.87,5.218,213.0,-4.455
2026-05-23 00:00:35,optaA,100.0,10.0,136.0,40.87,30.87,5.218,213.0,-4.454
