time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-08-11 00:01:15,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786406460000.0,2026-08-11 00:01:00,-105,8.5
2026-08-11 00:02:14,mt-08-b-33430247,33430247,0.035,0.0,3.34,1786406520000.0,2026-08-11 00:02:00,-94,9.8
2026-08-11 00:02:36,mt-b-08-33430417,33430417,0.181,0.0,3.64,1786406520000.0,2026-08-11 00:02:00,-103,9.5
2026-08-11 00:05:21,mt-08-b-33430250,33430250,0.041,0.0,3.48,1786406700000.0,2026-08-11 00:05:00,-97,9.0
2026-08-11 00:09:32,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786406940000.0,2026-08-11 00:09:00,-97,10.0
2026-08-11 00:11:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786407060000.0,2026-08-11 00:11:00,-106,6.2
2026-08-11 00:11:19,mt-08-b-33430256,33430256,0.037,0.0,3.6,1786407060000.0,2026-08-11 00:11:00,-97,7.5
2026-08-11 00:13:15,mt-08-b-33430243,33430243,0.44,0.0,3.48,1786407180000.0,2026-08-11 00:13:00,-90,10.5
2026-08-11 00:14:20,mt-08-b-33430229,33430229,2.113,0.0,3.66,1786407240000.0,2026-08-11 00:14:00,-89,7.8
2026-08-11 00:16:14,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786407360000.0,2026-08-11 00:16:00,-105,8.8
2026-08-11 00:16:35,mt-b-08-33430401,33430401,0.209,0.0,3.62,1786407360000.0,2026-08-11 00:16:00,-105,7.8
2026-08-11 00:17:15,mt-b-08-33430417,33430417,0.181,0.0,3.64,1786407420000.0,2026-08-11 00:17:00,-101,10.0
2026-08-11 00:17:34,mt-08-b-33430247,33430247,0.035,0.0,3.34,1786407420000.0,2026-08-11 00:17:00,-95,10.5
2026-08-11 00:20:12,mt-08-b-33430250,33430250,0.041,0.0,3.48,1786407600000.0,2026-08-11 00:20:00,-94,7.5
2026-08-11 00:24:14,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786407840000.0,2026-08-11 00:24:00,-97,7.8
2026-08-11 00:26:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786407960000.0,2026-08-11 00:26:00,-105,9.5
2026-08-11 00:26:12,mt-08-b-33430256,33430256,0.037,0.0,3.6,1786407960000.0,2026-08-11 00:26:00,-96,9.2
2026-08-11 00:31:10,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786408260000.0,2026-08-11 00:31:00,-106,6.8
2026-08-11 00:32:14,mt-08-b-33430247,33430247,0.035,0.0,3.34,1786408320000.0,2026-08-11 00:32:00,-99,9.2
2026-08-11 00:32:39,mt-b-08-33430417,33430417,0.181,0.0,3.64,1786408320000.0,2026-08-11 00:32:00,-101,9.2
2026-08-11 00:34:20,mt-08-b-33430234,33430234,0.033,0.0,3.48,1786408440000.0,2026-08-11 00:34:00,-91,10.8
2026-08-11 00:35:13,mt-08-b-33430250,33430250,0.041,0.0,3.48,1786408500000.0,2026-08-11 00:35:00,-94,10.2
2026-08-11 00:39:09,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786408740000.0,2026-08-11 00:39:00,-103,7.5
2026-08-11 00:41:09,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786408860000.0,2026-08-11 00:41:00,-103,8.5
2026-08-11 00:43:21,mt-08-b-33430243,33430243,0.44,0.0,3.48,1786408980000.0,2026-08-11 00:43:00,-97,10.8
2026-08-11 00:46:40,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786409160000.0,2026-08-11 00:46:00,-105,9.0
2026-08-11 00:47:10,mt-b-08-33430417,33430417,0.181,0.0,3.64,1786409220000.0,2026-08-11 00:47:00,-102,9.8
2026-08-11 00:47:14,mt-08-b-33430247,33430247,0.035,0.0,3.34,1786409220000.0,2026-08-11 00:47:00,-97,9.2
2026-08-11 00:49:15,mt-08-b-33430234,33430234,0.033,0.0,3.48,1786409340000.0,2026-08-11 00:49:00,-91,9.2
2026-08-11 00:54:10,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786409640000.0,2026-08-11 00:54:00,-114,5.2
2026-08-11 00:56:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786409760000.0,2026-08-11 00:56:00,-109,8.0
2026-08-11 00:58:15,mt-08-b-33430243,33430243,0.44,0.0,3.48,1786409880000.0,2026-08-11 00:58:00,-93,10.0
2026-08-11 01:01:15,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786410060000.0,2026-08-11 01:01:00,-105,8.5
2026-08-11 01:03:36,mt-08-l-32862703,32862703,0.466,0.0,3.68,1786410180000.0,2026-08-11 01:03:00,-105,8.0
2026-08-11 01:09:10,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786410540000.0,2026-08-11 01:09:00,-111,7.2
2026-08-11 01:11:09,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786410660000.0,2026-08-11 01:11:00,-107,6.8
2026-08-11 01:11:28,mt-08-b-33430256,33430256,0.037,0.0,3.6,1786410660000.0,2026-08-11 01:11:00,-99,9.0
2026-08-11 01:16:15,mt-08-b-33430231,33430231,0.425,0.0,3.5,1786410960000.0,2026-08-11 01:16:00,-102,8.2
2026-08-11 01:18:12,mt-08-l-32862703,32862703,0.466,0.0,3.68,1786411080000.0,2026-08-11 01:18:00,-113,4.0
2026-08-11 01:24:09,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786411440000.0,2026-08-11 01:24:00,-112,4.0
2026-08-11 01:26:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786411560000.0,2026-08-11 01:26:00,-103,8.8
2026-08-11 01:29:15,mt-08-b-33430229,33430229,2.113,0.0,3.66,1786411740000.0,2026-08-11 01:29:00,-88,10.0
2026-08-11 01:31:32,mt-08-b-33430231,33430231,0.425,0.0,3.48,1786411860000.0,2026-08-11 01:31:00,-105,8.8
2026-08-11 01:32:21,mt-08-b-33430247,33430247,0.035,0.0,3.34,1786411920000.0,2026-08-11 01:32:00,-94,10.2
2026-08-11 01:34:36,mt-08-b-33430234,33430234,0.033,0.0,3.48,1786412040000.0,2026-08-11 01:34:00,-89,8.2
2026-08-11 01:35:20,mt-08-b-33430250,33430250,0.041,0.0,3.46,1786412100000.0,2026-08-11 01:35:00,-100,10.5
2026-08-11 01:37:19,mt-b-08-33430397,33430397,0.221,0.0,3.68,1786412220000.0,2026-08-11 01:37:00,-97,9.0
2026-08-11 01:39:16,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786412340000.0,2026-08-11 01:39:00,-113,3.0
2026-08-11 01:41:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1786412460000.0,2026-08-11 01:41:00,-102,8.8
2026-08-11 01:41:20,mt-08-b-33430256,33430256,0.037,0.0,3.6,1786412460000.0,2026-08-11 01:41:00,-97,8.8
2026-08-11 01:48:17,mt-08-l-32862703,32862703,0.466,0.0,3.68,1786412880000.0,2026-08-11 01:48:00,-113,4.2
2026-08-11 01:49:15,mt-08-b-33430234,33430234,0.033,0.0,3.48,1786412940000.0,2026-08-11 01:49:00,-93,9.8
2026-08-11 01:52:08,mt-b-08-33430397,33430397,0.221,0.0,3.68,1786413120000.0,2026-08-11 01:52:00,-105,9.2
2026-08-11 01:54:10,mt-08-b-33430254,33430254,0.058,0.0,3.68,1786413240000.0,2026-08-11 01:54:00,-115,3.2
2026-08-11 01:56:16,mt-08-b-33430256,33430256,0.037,0.0,3.6,1786413360000.0,2026-08-11 01:56:00,-97,9.2
